t,x,x_dot,theta,theta_dot,F_total,F_pend,F_car
13.06,562.5553805266712,38.04104794469675,3.134969507835547,2.2787726452630004,60.81510271079333,122.2740839440373,-61.45898123324397
13.08,563.3317458213714,38.02740811207431,3.1349691078687516,2.2787693672431204,60.81510271079333,122.2740839440373,-61.45898123324397
13.1,564.1078383180134,38.013768030584956,3.1349686503934246,2.2787673928953858,60.81510271079333,122.2740839440373,-61.45898123324397
13.120000000000001,564.8836580115276,38.00012769686529,3.1349681621927683,2.278766785172614,60.81510271079333,122.2740839440373,-61.45898123324397
13.14,565.6592048968618,37.986487121357456,3.1349676708093797,2.27876753070979,60.81510271079333,122.2740839440373,-61.45898123324397
13.16,566.4344789692544,37.972846327274034,3.1349672030244315,2.2787695431380337,60.81510271079333,122.2740839440373,-61.45898123324397
13.18,567.2094802244835,37.959205348904916,3.1349667834297636,2.278772670248923,60.81510271079333,122.2740839440373,-61.45898123324397
13.200000000000001,567.9842086590772,37.9455642293803,3.1349664331672478,2.2787767044896503,60.81510271079333,122.2740839440373,-61.45898123324397
13.22,568.7586642704773,37.93192301802969,3.134966168898182,2.278781396106424,60.81510271079333,122.2740839440373,-61.45898123324397
13.24,569.5328470571465,37.918281767493966,3.134966002050853,2.2787864681328105,60.81510271079333,122.2740839440373,-61.45898123324397
13.26,570.3067570186174,37.90464053075563,3.134965938377681,2.2787916323469433,60.81510271079333,122.2740839440373,-61.45898123324397
13.280000000000001,571.0803941554822,37.890999358251236,3.1349659778354813,2.278796605298511,60.81510271079333,122.2740839440373,-61.45898123324397
13.3,571.8537584693237,37.87735829521996,3.1349661147843846,2.278801123533178,60.81510271079333,122.2740839440373,-61.45898123324397
13.32,572.6268499625965,37.86371737942418,3.134966338483812,2.2788049572152853,60.81510271079333,122.2740839440373,-61.45898123324397
13.34,573.3996686384635,37.8500766393532,3.1349666338485007,2.2788079214635903,60.81510271079333,122.2740839440373,-61.45898123324397
13.36,574.172214500601,37.836436092991335,3.1349669824147286,2.278809884862312,60.81510271079333,122.2740839440373,-61.45898123324397
13.38,574.9444875529811,37.82279574719796,3.1349673634571515,2.278810774781276,60.81510271079333,122.2740839440373,-61.45898123324397
13.4,575.7164877996462,37.80915559771248,3.1349677551905275,2.2788105793245377,60.81510271079333,122.2740839440373,-61.45898123324397
13.42,576.4882152444874,37.79551562976281,3.1349681359882102,2.2788093459161174,60.81510271079333,122.2740839440373,-61.45898123324397
13.44,577.2596698910382,37.78187581922374,3.1349684855507043,2.2788071767136344,60.81510271079333,122.2740839440373,-61.45898123324397
13.46,578.030851742295,37.76823613424379,3.1349687859625455,2.2788042212064625,60.81510271079333,122.2740839440373,-61.45898123324397
13.48,578.8017608005723,37.75459653723624,3.134969022583922,2.2788006664956164,60.81510271079333,122.2740839440373,-61.45898123324397
13.5,579.5723970674006,37.74095698711395,3.134969184734245,2.2787967258617816,60.81510271079333,122.2740839440373,-61.45898123324397
13.52,580.3427605434699,37.72731744163842,3.13496926613762,2.278792626299981,60.81510271079333,122.2740839440373,-61.45898123324397
13.540000000000001,581.1128512286205,37.71367785975161,3.134969265114113,2.2787885957326997,60.81510271079333,122.2740839440373,-61.45898123324397
13.56,581.8826691218803,37.70003820376464,3.1349691845150547,2.2787848506063506,60.81510271079333,122.2740839440373,-61.45898123324397
13.58,582.652214221546,37.68639844128926,3.1349690314145726,2.2787815845314916,60.81510271079333,122.2740839440373,-61.45898123324397
13.6,583.4214865252995,37.67275854681621,3.1349688165823637,2.278778958547903,60.81510271079333,122.2740839440373,-61.45898123324397
13.620000000000001,584.1904860303548,37.65911850286651,3.1349685537737515,2.27877709348785,60.81510271079333,122.2740839440373,-61.45898123324397
13.64,584.9592127336252,37.6454783006679,3.1349682588817527,2.278776064780929,60.81510271079333,122.2740839440373,-61.45898123324397
13.66,585.7276666319012,37.63183794033565,3.13496794900187,2.2787758998996197,60.81510271079333,122.2740839440373,-61.45898123324397
13.68,586.4958477220287,37.618197430564905,3.13496764146333,2.278776578494642,60.81510271079333,122.2740839440373,-61.45898123324397
13.700000000000001,587.2637560010779,37.60455678786764,3.1349673528804924,2.278778035121566,60.81510271079333,122.2740839440373,-61.45898123324397
13.72,588.0313914664957,37.590916035411254,3.134967098275238,2.278780164322747,60.81510271079333,122.2740839440373,-61.45898123324397
13.74,588.7987541162308,37.577275201535286,3.134966890315565,2.27878282770889,60.81510271079333,122.2740839440373,-61.45898123324397
13.76,589.565843948828,37.563634318037664,3.1349667387077864,2.278785862587993,60.81510271079333,122.2740839440373,-61.45898123324397
13.780000000000001,590.3326609634876,37.54999341833136,3.134966649770105,2.2787890916208364,60.81510271079333,122.2740839440373,-61.45898123324397
13.8,591.0992051600856,37.53635253557592,3.134966626204569,2.278792332944082,60.81510271079333,122.2740839440373,-61.45898123324397
13.82,591.8654765391585,37.52271170088608,3.1349666670730514,2.2787954101956225,60.81510271079333,122.2740839440373,-61.45898123324397
13.84,592.6314751018513,37.50907094171213,3.1349667679716435,2.278798161901274,60.81510271079333,122.2740839440373,-61.45898123324397
13.86,593.3972008498345,37.49543028047419,3.1349669213872606,2.2788004497349754,60.81510271079333,122.2740839440373,-61.45898123324397
13.88,594.162653785196,37.481789733515754,3.134967117210924,2.278802165242297,60.81510271079333,122.2740839440373,-61.45898123324397
